date,price,usd_brl,rainfall_index,supply_index,day,month,year,day_of_week,day_of_year,week_of_year,quarter,price_lag_1,price_lag_5,price_lag_20,rolling_mean_5,rolling_mean_20,rolling_std_20
2021-01-08,107.68,4.526,57.26,103.62,8,1,2021,4,8,1,1,106.92,104.88,98.82,107.58400000000002,104.999,3.800287939228958
2021-01-11,110.92,4.498,61.56,102.12,11,1,2021,0,11,2,1,107.68,110.68,102.97,108.144,105.44200000000001,3.550272932428322
2021-01-12,105.79,4.589,64.5,100.63,12,1,2021,1,12,2,1,110.92,104.47,98.2,108.19200000000001,105.8395,3.7007957536890066
2021-01-13,103.87,4.52,59.9,103.6,13,1,2021,2,13,2,1,105.79,110.97,101.14,108.45599999999999,106.21900000000001,3.2361606556952442
2021-01-14,105.71,4.624,56.18,106.02,14,1,2021,3,14,2,1,103.87,106.92,103.79,107.03600000000002,106.3555,3.063631273332927
2021-01-15,107.78,4.578,56.92,106.39,15,1,2021,4,15,2,1,105.71,107.68,102.45,106.79400000000001,106.45150000000001,3.0085969364991274
2021-01-18,101.38,4.511,62.34,104.45,18,1,2021,0,18,3,1,107.78,110.92,105.49,106.81400000000001,106.718,2.8682831835522675
2021-01-19,106.38,4.501,67.49,106.88,19,1,2021,1,19,3,1,101.38,105.79,106.03,104.90599999999999,106.5125,3.0988586608614694
2021-01-20,103.81,4.448,62.48,103.9,20,1,2021,2,20,3,1,106.38,103.87,106.73,105.024,106.53,3.0969781536534384
2021-01-21,109.13,4.584,59.82,105.41,21,1,2021,3,21,3,1,103.81,105.71,102.21,105.01200000000001,106.38399999999999,3.155331995210039
2021-01-22,98.73,4.539,63.92,103.31,22,1,2021,4,22,3,1,109.13,107.78,109.14,105.696,106.72999999999999,3.0512309854076727
2021-01-25,102.87,4.397,60.59,103.23,25,1,2021,0,25,4,1,98.73,101.38,109.85,103.88600000000001,106.2095,3.476717258382257
2021-01-26,100.93,4.525,60.16,102.98,26,1,2021,1,26,4,1,102.87,106.38,102.35,104.18400000000001,105.8605,3.442204732587664
2021-01-27,103.69,4.498,58.18,100.91,27,1,2021,2,27,4,1,100.93,103.81,102.76,103.09400000000001,105.7895,3.5319004501075586
2021-01-28,105.62,4.669,66.51,105.92,28,1,2021,3,28,4,1,103.69,109.13,110.13,103.07000000000001,105.83600000000001,3.495853784729391
2021-01-29,105.38,4.437,52.75,103.02,29,1,2021,4,29,4,1,105.62,98.73,104.88,102.36800000000001,105.6105,3.3465622187861475
2021-02-01,103.81,4.452,64.55,102.76,1,2,2021,0,32,5,1,105.38,102.87,110.68,103.69800000000001,105.63550000000001,3.3426832508907878
2021-02-02,105.48,4.627,60.17,102.17,2,2,2021,1,33,5,1,103.81,100.93,104.47,103.88600000000001,105.292,3.144106600576049
2021-02-03,106.29,4.641,60.39,103.61,3,2,2021,2,34,5,1,105.48,103.69,110.97,104.796,105.3425,3.1383147925022596
2021-02-04,100.84,4.489,67.78,106.53,4,2,2021,3,35,5,1,106.29,105.62,106.92,105.316,105.1085,2.858645750405643
2021-02-05,106.62,4.492,59.39,106.99,5,2,2021,4,36,5,1,100.84,105.38,107.68,104.35999999999999,104.8045,2.976712200786686
2021-02-08,107.81,4.574,59.57,101.31,8,2,2021,0,39,6,1,106.62,103.81,110.92,104.60799999999999,104.75150000000001,2.9319192115667905
2021-02-09,105.58,4.362,61.51,103.23,9,2,2021,1,40,6,1,107.81,105.48,105.79,105.40799999999999,104.596,2.65713815182638
2021-02-10,106.23,4.388,63.43,102.16,10,2,2021,2,41,6,1,105.58,106.29,103.87,105.428,104.5855,2.6525826044971317
2021-02-11,106.0,4.492,60.44,105.14,11,2,2021,3,42,6,1,106.23,100.84,105.71,105.41600000000001,104.70349999999999,2.6715031743426514
2021-02-12,112.24,4.614,56.49,104.03,12,2,2021,4,43,6,1,106.0,106.62,107.78,106.44800000000001,104.718,2.67803266361054
2021-02-15,105.72,4.467,58.97,102.58,15,2,2021,0,46,7,1,112.24,107.81,101.38,107.572,104.94099999999999,3.0990268421582807
2021-02-16,104.39,4.497,66.48,103.57,16,2,2021,1,47,7,1,105.72,105.58,106.38,107.154,105.15799999999999,2.986458208576735
2021-02-17,104.31,4.561,62.25,102.68,17,2,2021,2,48,7,1,104.39,106.23,103.81,106.91600000000001,105.05850000000001,2.9767366006199008
2021-02-18,103.41,4.621,63.55,105.74,18,2,2021,3,49,7,1,104.31,106.0,109.13,106.532,105.0835,2.9677854139331448
2021-02-19,102.73,4.425,61.05,104.06,19,2,2021,4,50,7,1,103.41,112.24,98.73,106.01399999999998,104.79750000000001,2.8297086980440205
2021-02-22,104.31,4.455,59.59,104.16,22,2,2021,0,53,8,1,102.73,105.72,102.87,104.112,104.99750000000002,2.500502844165683
2021-02-23,107.31,4.575,67.75,99.06,23,2,2021,1,54,8,1,104.31,104.39,100.93,103.83,105.06949999999999,2.4563611833674495
2021-02-24,107.79,4.331,61.19,102.87,24,2,2021,2,55,8,1,107.31,104.31,103.69,104.41400000000002,105.3885,2.2997672078979363
2021-02-25,107.73,4.501,60.26,106.0,25,2,2021,3,56,8,1,107.79,103.41,105.62,105.10999999999999,105.59349999999999,2.323013639309367
2021-02-26,104.62,4.348,65.62,104.77,26,2,2021,4,57,8,1,107.73,102.73,105.38,105.974,105.699,2.371683612518965
2021-03-01,111.5,4.417,59.13,99.91,1,3,2021,0,60,9,1,104.62,104.31,103.81,106.352,105.66100000000002,2.3831246626836404
2021-03-02,110.84,4.383,59.53,102.1,2,3,2021,1,61,9,1,111.5,107.31,105.48,107.79,106.04550000000002,2.6716572325837826
2021-03-03,108.37,4.323,61.6,100.66,3,3,2021,2,62,9,1,110.84,107.79,106.29,108.49600000000001,106.3135,2.873181392774496
2021-03-04,106.61,4.312,61.52,104.92,4,3,2021,3,63,9,1,108.37,107.73,100.84,108.61200000000001,106.41749999999999,2.9096986188654785
2021-03-05,110.96,4.39,62.37,102.6,5,3,2021,4,64,9,1,106.61,104.62,106.62,108.388,106.70599999999999,2.596804514053099
2021-03-08,109.98,4.431,68.6,100.97,8,3,2021,0,67,10,1,110.96,111.5,107.81,109.65599999999999,106.923,2.765119394014274
2021-03-09,105.88,4.342,62.39,102.05,9,3,2021,1,68,10,1,109.98,110.84,105.58,109.352,107.03150000000001,2.8432269935476566
2021-03-10,111.88,4.347,52.82,97.97,10,3,2021,2,69,10,1,105.88,108.37,106.23,108.35999999999999,107.0465,2.8359483237063365
2021-03-11,111.74,4.372,62.22,100.13,11,3,2021,3,70,10,1,111.88,106.61,106.0,109.06199999999998,107.329,3.0254132384112022
2021-03-12,108.09,4.255,61.13,101.68,12,3,2021,4,71,10,1,111.74,110.96,112.24,110.088,107.61600000000001,3.1618838488597274
2021-03-15,111.76,4.365,60.92,102.77,15,3,2021,0,74,11,1,108.09,109.98,105.72,109.51399999999998,107.4085,2.9729911837984337
2021-03-16,107.98,4.362,61.54,98.46,16,3,2021,1,75,11,1,111.76,105.88,104.39,109.86999999999998,107.7105,3.096647550598445
2021-03-17,116.32,4.478,60.49,100.66,17,3,2021,2,76,11,1,107.98,111.88,104.31,110.28999999999999,107.89000000000001,2.996469852834013
2021-03-18,114.93,4.261,60.32,102.62,18,3,2021,3,77,11,1,116.32,111.74,103.41,111.178,108.4905,3.4154008395402733
2021-03-19,111.15,4.247,62.56,98.79,19,3,2021,4,78,11,1,114.93,108.09,102.73,111.816,109.06649999999999,3.4842083975976745
2021-03-22,113.49,4.325,58.23,101.18,22,3,2021,0,81,12,1,111.15,111.76,104.31,112.428,109.4875,3.173072353081482
2021-03-23,106.03,4.321,56.71,100.79,23,3,2021,1,82,12,1,113.49,107.98,107.31,112.774,109.94649999999999,3.046130029708178
2021-03-24,107.08,4.218,70.5,103.13,24,3,2021,2,83,12,1,106.03,116.32,107.79,112.38399999999999,109.88250000000001,3.117059807270385
2021-03-25,111.59,4.221,57.31,100.07,25,3,2021,3,84,12,1,107.08,114.93,107.73,110.53599999999999,109.84700000000001,3.1460536683606914
2021-03-26,109.34,4.28,60.05,100.02,26,3,2021,4,85,12,1,111.59,111.15,104.62,109.86800000000001,110.04,3.1276929449499873
2021-03-29,114.29,4.178,54.13,101.42,29,3,2021,0,88,13,1,109.34,113.49,111.5,109.506,110.276,2.8641750902072225
2021-03-30,117.79,4.201,59.65,98.01,30,3,2021,1,89,13,1,114.29,106.03,110.84,109.66600000000001,110.4155,2.9920182855470197
2021-03-31,109.13,4.231,55.86,99.53,31,3,2021,2,90,13,1,117.79,107.08,108.37,112.018,110.76299999999999,3.41728747462158
2021-04-01,110.08,4.289,57.46,99.04,1,4,2021,3,91,13,2,109.13,111.59,106.61,112.428,110.801,3.3934191730768437
2021-04-02,111.68,4.173,62.54,99.37,2,4,2021,4,92,13,2,110.08,109.34,110.96,112.126,110.97449999999999,3.2536934074169688
2021-04-05,114.96,4.082,60.15,100.72,5,4,2021,0,95,14,2,111.68,114.29,109.98,112.59400000000001,111.01050000000001,3.2575054630959897
2021-04-06,106.81,4.073,60.36,100.14,6,4,2021,1,96,14,2,114.96,117.79,105.88,112.728,111.2595,3.3632072333907317
2021-04-07,112.19,4.116,52.03,98.05,7,4,2021,2,97,14,2,106.81,109.13,111.88,110.532,111.30600000000001,3.2905597028301465
2021-04-08,114.57,4.11,64.53,99.24,8,4,2021,3,98,14,2,112.19,110.08,111.74,111.144,111.32150000000001,3.2941339809129513
2021-04-09,105.88,4.189,53.79,101.13,9,4,2021,4,99,14,2,114.57,111.68,108.09,112.04199999999999,111.463,3.372896771556134
2021-04-12,105.72,4.115,62.89,97.52,12,4,2021,0,102,15,2,105.88,114.96,111.76,110.88199999999999,111.3525,3.522116401733948
2021-04-13,107.94,4.148,60.97,98.85,13,4,2021,1,103,15,2,105.72,106.81,107.98,109.03399999999999,111.05049999999999,3.7376864149948497
2021-04-14,107.58,4.143,59.27,98.21,14,4,2021,2,104,15,2,107.94,112.19,116.32,109.25999999999999,111.04849999999999,3.739426180296876
2021-04-15,111.65,4.166,54.11,98.28,15,4,2021,3,105,15,2,107.58,114.57,114.93,108.338,110.6115,3.5990148871447842
2021-04-16,110.23,4.29,57.48,95.8,16,4,2021,4,106,15,2,111.65,105.88,111.15,107.75399999999999,110.44749999999999,3.464074076939088
2021-04-19,103.58,4.245,54.85,100.24,19,4,2021,0,109,16,2,110.23,105.72,113.49,108.624,110.40149999999998,3.4603609105950257
2021-04-20,109.75,4.202,56.45,96.84,20,4,2021,1,110,16,2,103.58,107.94,106.03,108.196,109.90599999999999,3.6963102512748303
2021-04-21,105.87,4.171,55.31,99.42,21,4,2021,2,111,16,2,109.75,107.58,107.08,108.55799999999999,110.09199999999998,3.5828577244539535
2021-04-22,111.87,4.175,48.9,96.83,22,4,2021,3,112,16,2,105.87,111.65,111.59,108.21599999999998,110.03150000000001,3.646053778798373
2021-04-23,105.14,4.232,59.8,96.71,23,4,2021,4,113,16,2,111.87,110.23,109.34,108.25999999999999,110.04549999999999,3.652884188518984
2021-04-26,104.98,4.254,55.11,99.36,26,4,2021,0,116,17,2,105.14,103.58,114.29,107.242,109.8355,3.8128031889791973
2021-04-27,107.7,4.154,53.53,98.92,27,4,2021,1,117,17,2,104.98,109.75,117.79,107.522,109.37,3.8086563454701485
2021-04-28,108.57,4.225,53.11,97.64,28,4,2021,2,118,17,2,107.7,105.87,109.13,107.11200000000001,108.86550000000003,3.2639457474199314
2021-04-29,106.22,4.086,56.16,98.36,29,4,2021,3,119,17,2,108.57,111.87,110.08,107.652,108.8375,3.263959292508608
2021-04-30,101.51,4.249,51.61,96.69,30,4,2021,4,120,17,2,106.22,105.14,111.68,106.522,108.64450000000002,3.3005397883879963
2021-05-03,108.24,4.294,46.34,97.01,3,5,2021,0,123,18,2,101.51,104.98,114.96,105.796,108.136,3.57986386098039
2021-05-04,102.34,4.228,55.49,95.94,4,5,2021,1,124,18,2,108.24,107.7,106.81,106.44800000000001,107.8,3.2009784688264213
2021-05-05,105.99,4.382,55.72,98.2,5,5,2021,2,125,18,2,102.34,108.57,112.19,105.376,107.57650000000001,3.4221527158386666
2021-05-06,100.99,4.201,53.03,95.72,6,5,2021,3,126,18,2,105.99,106.22,114.57,104.85999999999999,107.2665,3.2591737328728487
2021-05-07,106.35,4.286,49.54,98.91,7,5,2021,4,127,18,2,100.99,101.51,105.88,103.814,106.5875,3.066410339210475
2021-05-10,102.63,4.277,53.36,96.13,10,5,2021,0,130,19,2,106.35,108.24,105.72,104.782,106.61099999999999,3.0625013856058825
2021-05-11,101.79,4.281,47.75,96.57,11,5,2021,1,131,19,2,102.63,102.34,107.94,103.66,106.4565,3.1852989201207147
2021-05-12,106.98,4.29,49.11,97.61,12,5,2021,2,132,19,2,101.79,105.99,107.58,103.55,106.149,3.328195180257713
2021-05-13,105.79,4.315,49.91,96.44,13,5,2021,3,133,19,2,106.98,100.99,111.65,103.748,106.119,3.3173037561432714
2021-05-14,103.08,4.377,55.32,95.9,14,5,2021,4,134,19,2,105.79,106.35,110.23,104.708,105.826,3.0511851019418326
2021-05-17,109.57,4.425,50.58,96.25,17,5,2021,0,137,20,2,103.08,102.63,103.58,104.054,105.46849999999999,2.924254785860435
2021-05-18,103.72,4.339,50.11,97.58,18,5,2021,1,138,20,2,109.57,101.79,109.75,105.44200000000001,105.768,3.025644081060951
2021-05-19,104.78,4.407,58.35,95.2,19,5,2021,2,139,20,2,103.72,106.98,105.87,105.828,105.4665,2.906035959859423
2021-05-20,105.61,4.312,52.57,95.97,20,5,2021,3,140,20,2,104.78,105.79,111.87,105.38799999999999,105.412,2.9082905089083897
2021-05-21,103.73,4.426,52.35,96.13,21,5,2021,4,141,20,2,105.61,103.08,105.14,105.352,105.099,2.4823479971477687
2021-05-24,106.58,4.331,49.35,97.38,24,5,2021,0,144,21,2,103.73,109.57,104.98,105.482,105.02850000000001,2.501074032447992
2021-05-25,104.89,4.472,48.39,95.91,25,5,2021,1,145,21,2,106.58,103.72,107.7,104.88399999999999,105.1085,2.524916413415107
2021-05-26,106.0,4.562,42.66,98.75,26,5,2021,2,146,21,2,104.89,104.78,108.57,105.11800000000001,104.968,2.450197843783315
2021-05-27,109.56,4.411,53.53,95.79,27,5,2021,3,147,21,2,106.0,105.61,106.22,105.362,104.8395,2.3150115948320327
2021-05-28,102.6,4.278,51.54,95.65,28,5,2021,4,148,21,2,109.56,103.73,101.51,106.152,105.0065,2.530299077391608
2021-05-31,99.81,4.405,48.84,95.75,31,5,2021,0,151,22,2,102.6,106.58,108.24,105.926,105.061,2.4618369264896005
2021-06-01,112.14,4.542,48.82,94.03,1,6,2021,1,152,22,2,99.81,104.89,102.34,104.572,104.6395,2.6063272707205334
2021-06-02,114.33,4.507,51.71,94.45,2,6,2021,2,153,22,2,112.14,106.0,105.99,106.022,105.12949999999998,3.036910609917215
2021-06-03,107.01,4.498,43.53,95.21,3,6,2021,3,154,22,2,114.33,109.56,100.99,107.68799999999999,105.54650000000001,3.6682467847297686
2021-06-04,102.38,4.563,46.74,97.73,4,6,2021,4,155,22,2,107.01,102.6,106.35,107.178,105.84750000000001,3.5186179628395378
2021-06-07,107.51,4.538,44.35,95.99,7,6,2021,0,158,23,2,102.38,99.81,102.63,107.13400000000001,105.649,3.5998229488620614
2021-06-08,106.89,4.602,54.37,95.33,8,6,2021,1,159,23,2,107.51,112.14,101.79,108.674,105.893,3.5494552584269803
2021-06-09,107.2,4.592,51.07,97.93,9,6,2021,2,160,23,2,106.89,114.33,106.98,107.624,106.148,3.4200101569556995
2021-06-10,106.19,4.646,40.14,98.45,10,6,2021,3,161,23,2,107.2,107.01,105.79,106.19800000000001,106.15900000000002,3.423179347054606
2021-06-11,110.46,4.576,42.4,98.04,11,6,2021,4,162,23,2,106.19,102.38,103.08,106.03399999999999,106.179,3.4220783158770534
2021-06-14,110.56,4.626,46.77,94.92,14,6,2021,0,165,24,2,110.46,107.51,109.57,107.65,106.548,3.4679109440389775
2021-06-15,104.65,4.552,45.43,95.5,15,6,2021,1,166,24,2,110.56,106.89,103.72,108.25999999999999,106.5975,3.519990841793714
2021-06-16,110.56,4.542,42.3,99.01,16,6,2021,2,167,24,2,104.65,107.2,104.78,107.81200000000001,106.644,3.4859558834053606
2021-06-17,114.15,4.714,53.59,96.71,17,6,2021,3,168,24,2,110.56,106.19,105.61,108.484,106.93299999999999,3.562051596895125
2021-06-18,109.21,4.62,47.73,96.0,18,6,2021,4,169,24,2,114.15,110.46,103.73,110.076,107.35999999999999,3.89171995530536
2021-06-21,107.68,4.671,47.87,97.55,21,6,2021,0,172,25,2,109.21,110.56,106.58,109.826,107.63399999999999,3.8148482759366216
2021-06-22,108.37,4.632,43.65,98.05,22,6,2021,1,173,25,2,107.68,104.65,104.89,109.25,107.68900000000001,3.8067736028234513
2021-06-23,109.96,4.592,48.46,95.75,23,6,2021,2,174,25,2,108.37,110.56,106.0,109.994,107.86300000000001,3.7512301140314688
2021-06-24,103.74,4.642,44.47,97.01,24,6,2021,3,175,25,2,109.96,114.15,109.56,109.874,108.061,3.7522300737443097
2021-06-25,109.16,4.75,44.67,98.15,25,6,2021,4,176,25,2,103.74,109.21,102.6,107.792,107.77000000000001,3.854155651951437
2021-06-28,107.3,4.696,47.41,95.11,28,6,2021,0,179,26,2,109.16,107.68,99.81,107.782,108.09799999999998,3.6655388058016163
2021-06-29,113.28,4.545,39.45,96.95,29,6,2021,1,180,26,2,107.3,108.37,112.14,107.70599999999999,108.4725,3.1155651257238897
2021-06-30,106.79,4.657,50.61,95.36,30,6,2021,2,181,26,2,113.28,109.96,114.33,108.68800000000002,108.52950000000001,3.1955947885529703
2021-07-01,112.91,4.803,45.54,95.65,1,7,2021,3,182,26,3,106.79,103.74,107.01,108.054,108.1525,2.9069985877996416
2021-07-02,103.65,4.669,49.26,96.38,2,7,2021,4,183,26,3,112.91,109.16,102.38,109.888,108.44749999999999,3.0792187577192496
2021-07-05,108.32,4.564,40.67,98.04,5,7,2021,0,186,27,3,103.65,107.3,107.51,108.78599999999999,108.51100000000001,2.9582265313058147
2021-07-06,108.58,4.827,41.09,96.95,6,7,2021,1,187,27,3,108.32,113.28,106.89,108.99000000000001,108.55149999999999,2.9493322616261786
2021-07-07,104.69,4.747,40.15,96.56,7,7,2021,2,188,27,3,108.58,106.79,107.2,108.05,108.63600000000001,2.9233189501328476
2021-07-08,106.25,4.698,44.98,97.73,8,7,2021,3,189,27,3,104.69,112.91,106.19,107.63,108.51050000000001,3.0397705505507018
2021-07-09,109.04,4.68,44.23,96.04,9,7,2021,4,190,27,3,106.25,103.65,110.46,106.298,108.51350000000002,3.0373885511277003
2021-07-12,104.7,4.785,42.08,98.52,12,7,2021,0,193,28,3,109.04,108.32,110.56,107.376,108.44250000000002,3.0059272586351553
2021-07-13,100.0,4.673,40.06,99.7,13,7,2021,1,194,28,3,104.7,108.58,104.65,106.652,108.14949999999999,3.0735021598025885
2021-07-14,105.25,4.794,39.08,98.0,14,7,2021,2,195,28,3,100.0,104.69,110.56,104.936,107.917,3.4986359748058895
2021-07-15,101.69,4.752,43.26,97.94,15,7,2021,3,196,28,3,105.25,106.25,114.15,105.048,107.65149999999998,3.4889770405477254
2021-07-16,102.8,4.732,41.71,98.93,16,7,2021,4,197,28,3,101.69,109.04,109.21,104.13600000000001,107.02849999999998,3.378201444555311
2021-07-19,103.79,4.725,40.69,95.46,19,7,2021,0,200,29,3,102.8,104.7,107.68,102.88799999999999,106.708,3.463338213190132
2021-07-20,97.2,4.702,48.43,99.44,20,7,2021,1,201,29,3,103.79,100.0,108.37,102.70599999999999,106.5135,3.5147273234051055
2021-07-21,97.55,4.787,42.65,103.42,21,7,2021,2,202,29,3,97.2,105.25,109.96,102.146,105.955,4.050790046397838
2021-07-22,102.64,4.652,47.32,98.71,22,7,2021,3,203,29,3,97.55,101.69,103.74,100.606,105.3345,4.344825688465974
2021-07-23,99.99,4.597,40.94,98.85,23,7,2021,4,204,29,3,102.64,102.8,109.16,100.796,105.27950000000001,4.3729436972071
2021-07-26,94.17,4.751,43.47,100.28,26,7,2021,0,207,30,3,99.99,103.79,107.3,100.234,104.821,4.425085072033404
2021-07-27,103.16,4.749,42.36,101.77,27,7,2021,1,208,30,3,94.17,97.2,113.28,98.31,104.1645,4.97744753336131
2021-07-28,102.24,4.735,36.56,100.91,28,7,2021,2,209,30,3,103.16,97.55,106.79,99.502,103.6585,4.492805096103684
2021-07-29,98.64,4.725,47.45,96.35,29,7,2021,3,210,30,3,102.24,102.64,112.91,100.44000000000001,103.431,4.4407880998044424
2021-07-30,96.49,4.67,41.92,100.57,30,7,2021,4,211,30,3,98.64,99.99,103.65,99.64,102.7175,3.9577503910543945
2021-08-02,101.85,4.743,44.88,103.72,2,8,2021,0,214,31,3,96.49,94.17,108.32,98.94000000000001,102.3595,4.186198470160664
2021-08-03,101.14,4.679,39.6,100.93,3,8,2021,1,215,31,3,101.85,103.16,108.58,100.476,102.036,3.9443489223253607
2021-08-04,106.73,4.642,41.62,98.41,4,8,2021,2,216,31,3,101.14,102.24,104.69,100.07199999999999,101.664,3.6332606784941004
2021-08-05,101.14,4.648,39.13,100.7,5,8,2021,3,217,31,3,106.73,98.64,106.25,100.97,101.76599999999999,3.749460873525942
2021-08-06,101.23,4.805,46.46,98.5,6,8,2021,4,218,31,3,101.14,96.49,109.04,101.47,101.51050000000001,3.598908423689323
2021-08-09,98.19,4.535,43.15,102.41,9,8,2021,0,221,32,3,101.23,101.85,104.7,102.418,101.12,3.1323960897617456
2021-08-10,102.18,4.684,43.33,99.26,10,8,2021,1,222,32,3,98.19,101.14,100.0,101.686,100.7945,3.0785821668247833
2021-08-11,100.28,4.524,46.78,100.94,11,8,2021,2,223,32,3,102.18,106.73,105.25,101.894,100.9035,3.0875510223778155
2021-08-12,102.92,4.626,46.06,99.68,12,8,2021,3,224,32,3,100.28,101.14,101.69,100.604,100.655,2.9144657359990798
2021-08-13,98.02,4.594,44.69,100.28,13,8,2021,4,225,32,3,102.92,101.23,102.8,100.96000000000001,100.7165,2.9502136853913727
2021-08-16,98.26,4.47,37.02,103.47,16,8,2021,0,228,33,3,98.02,98.19,103.79,100.31800000000001,100.47749999999999,2.96611721207817
2021-08-17,99.11,4.635,39.57,101.52,17,8,2021,1,229,33,3,98.26,102.18,97.2,100.33200000000001,100.201,2.8980463473822997
2021-08-18,102.87,4.572,38.5,100.66,18,8,2021,2,230,33,3,99.11,100.28,97.55,99.718,100.29650000000001,2.8244855609840624
2021-08-19,103.88,4.442,44.57,99.91,19,8,2021,3,231,33,3,102.87,102.92,102.64,100.23600000000002,100.5625,2.802641376310464
2021-08-20,99.99,4.639,42.63,98.95,20,8,2021,4,232,33,3,103.88,98.02,99.99,100.428,100.6245,2.864061295653435
2021-08-23,101.0,4.671,37.22,100.0,23,8,2021,0,235,34,3,99.99,98.26,94.17,100.822,100.6245,2.864061295653435
2021-08-24,102.5,4.665,41.45,102.17,24,8,2021,1,236,34,3,101.0,99.11,103.16,101.36999999999999,100.96600000000001,2.427930459421418
2021-08-25,101.16,4.576,36.91,103.59,25,8,2021,2,237,34,3,102.5,102.87,102.24,102.048,100.933,2.400875059770585
2021-08-26,104.44,4.545,41.98,101.4,26,8,2021,3,238,34,3,101.16,103.88,98.64,101.706,100.87899999999999,2.3820024746986572
2021-08-27,96.32,4.625,36.4,104.71,27,8,2021,4,239,34,3,104.44,99.99,96.49,101.818,101.16900000000001,2.447236680098156
2021-08-30,100.33,4.64,44.16,101.39,30,8,2021,0,242,35,3,96.32,101.0,101.85,101.084,101.1605,2.464577416536567
2021-08-31,100.5,4.591,43.68,102.21,31,8,2021,1,243,35,3,100.33,102.5,101.14,100.95,101.0845,2.465632138438756
2021-09-01,95.35,4.437,49.08,101.06,1,9,2021,2,244,35,3,100.5,101.16,106.73,100.55,101.05250000000001,2.4690246849178434
2021-09-02,99.75,4.507,45.42,104.26,2,9,2021,3,245,35,3,95.35,104.44,101.14,99.38799999999999,100.4835,2.4021356178019384
2021-09-03,100.5,4.514,41.03,106.02,3,9,2021,4,246,35,3,99.75,96.32,101.23,98.45,100.414,2.40224982267108
2021-09-06,102.41,4.347,45.54,100.33,6,9,2021,0,249,36,3,100.5,100.33,98.19,99.28599999999999,100.3775,2.3947329814884384
2021-09-07,107.68,4.498,37.85,102.54,7,9,2021,1,250,36,3,102.41,100.5,102.18,99.702,100.5885,2.3776996291190113
2021-09-08,104.14,4.615,39.44,105.05,8,9,2021,2,251,36,3,107.68,95.35,100.28,101.138,100.8635,2.8438266935864354
2021-09-09,101.73,4.492,44.05,101.07,9,9,2021,3,252,36,3,104.14,99.75,102.92,102.896,101.0565,2.931764826857168
2021-09-10,105.5,4.542,35.4,104.17,10,9,2021,4,253,36,3,101.73,100.5,98.02,103.292,100.997,2.9038977435956665
2021-09-13,107.29,4.443,43.05,105.22,13,9,2021,0,256,37,3,105.5,102.41,98.26,104.292,101.37100000000001,2.980963991024761
2021-09-14,102.39,4.417,39.69,103.58,14,9,2021,1,257,37,3,107.29,107.68,99.11,105.268,101.8225,3.1632426317570332
2021-09-15,102.28,4.441,43.71,104.36,15,9,2021,2,258,37,3,102.39,104.14,102.87,104.21,101.9865,3.0995963659121277
2021-09-16,106.33,4.35,39.67,106.24,16,9,2021,3,259,37,3,102.28,101.73,103.88,103.83800000000001,101.95700000000001,3.093546933792289
2021-09-17,103.52,4.332,45.01,106.58,17,9,2021,4,260,37,3,106.33,105.5,99.99,104.758,102.0795,3.219641161763687
2021-09-20,107.39,4.482,43.88,103.62,20,9,2021,0,263,38,3,103.52,107.29,101.0,104.362,102.256,3.1957346573200787
2021-09-21,105.16,4.483,48.82,102.96,21,9,2021,1,264,38,3,107.39,102.39,102.5,104.38199999999999,102.57549999999999,3.3777950998896813
2021-09-22,107.1,4.312,44.04,102.42,22,9,2021,2,265,38,3,105.16,102.28,101.16,104.93599999999999,102.7085,3.4266805711706954
2021-09-23,102.76,4.444,41.43,105.31,23,9,2021,3,266,38,3,107.1,106.33,104.44,105.9,103.00550000000001,3.540917922917541
2021-09-24,105.61,4.365,43.36,101.82,24,9,2021,4,267,38,3,102.76,103.52,96.32,105.18599999999999,102.9215,3.524987905913818
2021-09-27,105.32,4.39,39.86,103.53,27,9,2021,0,270,39,3,105.61,107.39,100.33,105.604,103.38600000000001,3.2070504566619222
2021-09-28,101.67,4.394,46.1,104.09,28,9,2021,1,271,39,3,105.32,105.16,100.5,105.19000000000001,103.63550000000001,3.1503925820521297
2021-09-29,100.87,4.428,46.86,103.21,29,9,2021,2,272,39,3,101.67,107.1,95.35,104.492,103.694,3.0995575235994095
2021-09-30,105.81,4.361,53.56,104.4,30,9,2021,3,273,39,3,100.87,102.76,99.75,103.24600000000001,103.97,2.5064863223658174
2021-10-01,104.0,4.452,42.86,107.84,1,10,2021,4,274,39,4,105.81,105.61,100.5,103.856,104.273,2.329535982708398
2021-10-04,102.11,4.373,44.48,103.82,4,10,2021,0,277,40,4,104.0,105.32,102.41,103.53400000000002,104.44800000000001,2.156196944426507
2021-10-05,104.89,4.393,43.54,103.35,5,10,2021,1,278,40,4,102.11,101.67,107.68,102.89200000000001,104.43300000000002,2.1721056967585737
2021-10-06,107.04,4.29,46.43,105.52,6,10,2021,2,279,40,4,104.89,100.87,104.14,103.53600000000002,104.2935,2.03805189490163
2021-10-07,98.46,4.499,47.15,104.35,7,10,2021,3,280,40,4,107.04,105.81,101.73,104.77000000000001,104.4385,2.127744728950175
2021-10-08,99.87,4.381,45.77,106.14,8,10,2021,4,281,40,4,98.46,104.0,105.5,103.3,104.275,2.4483130604768686
2021-10-11,101.23,4.399,50.17,104.21,11,10,2021,0,284,41,4,99.87,102.11,107.29,102.474,103.9935,2.6178441813620497
